File,Dataset_id,GSE_id,Species,Reference,Usage_primary,Usage_tags,Sample_type,Detail_source,Condition,Detailed_condition
GSE166797/GSM5085810_GM12878_rep1_final_analysis.h5mu,GSM5085810_GM12878_rep1,GSE166797,Homo Sapiens,HG38,model_training,model_training;control;cell_line,Cell Line,GM12878 (Cell Line),Healthy/Control,Control
GSE166797/GSM5085812_GM12878_rep2_final_analysis.h5mu,GSM5085812_GM12878_rep2,GSE166797,Homo Sapiens,HG38,model_training,model_training;control;cell_line,Cell Line,GM12878 (Cell Line),Healthy/Control,Control
GSE178379/GSM5694434_HNES1_DUX4_overexpression_final_analysis.h5mu,GSM5694434_HNES1_DUX4_overexpression,GSE178379,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;perturbation,Cell Line,HNES1 (Cell Line),Induced Model,DUX4 Overexpression
GSE178453/GSM5391776_HF1M-Cryo_final_analysis.h5mu,GSM5391776_HF1M-Cryo,GSE178453,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Pituitary,Healthy/Control,Control
GSE192780/GSM5765318_012320M-TRM_final_analysis.h5mu,GSM5765318_012320M-TRM,GSE192780,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Ovary Tumor,Natural Disease,HGSOC
GSE192780/GSM5765320_012320M-ReCir_final_analysis.h5mu,GSM5765320_012320M-ReCir,GSE192780,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Ovary Tumor,Natural Disease,HGSOC
GSE192780/GSM5765322_100809M-TRM_final_analysis.h5mu,GSM5765322_100809M-TRM,GSE192780,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Ovary Tumor,Natural Disease,HGSOC
GSE192780/GSM5765324_100809M-ReCir_final_analysis.h5mu,GSM5765324_100809M-ReCir,GSE192780,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Ovary Tumor,Natural Disease,HGSOC
GSE192780/GSM5765326_042718M-TRM_final_analysis.h5mu,GSM5765326_042718M-TRM,GSE192780,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Ovary Tumor,Natural Disease,HGSOC
GSE192780/GSM5765328_042718M-ReCir_final_analysis.h5mu,GSM5765328_042718M-ReCir,GSE192780,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Ovary Tumor,Natural Disease,HGSOC
GSE192780/GSM5765330_041218M-TRM_final_analysis.h5mu,GSM5765330_041218M-TRM,GSE192780,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Ovary Tumor,Natural Disease,HGSOC
GSE192780/GSM5765332_041218M-ReCir_final_analysis.h5mu,GSM5765332_041218M-ReCir,GSE192780,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Ovary Tumor,Natural Disease,HGSOC
GSE197912/GSM5932294_H9d7_WT_final_analysis.h5mu,GSM5932294_H9d7_WT,GSE197912,Homo Sapiens,HG38,model_training,model_training;control;cell_line;perturbation;perturbation_control,Cell Line,H9 hESC (Cell Line),Healthy/Control,Control
GSE197912/GSM5932295_H9d7_GRHL2_KO_final_analysis.h5mu,GSM5932295_H9d7_GRHL2_KO,GSE197912,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;perturbation,Cell Line,H9 hESC (Cell Line),Induced Model,GRHL2 KO
GSE210736/GSM6436169_CO5M_final_analysis.h5mu,GSM6436169_CO5M,GSE210736,Homo Sapiens,HG38,model_training,model_training;control;cell_line;organoid_or_differentiation_model,Cell Line,Cerebral Organoid (Cell Line),Healthy/Control,Control
GSE210736/GSM6436170_CO8M_final_analysis.h5mu,GSM6436170_CO8M,GSE210736,Homo Sapiens,HG38,model_training,model_training;control;cell_line;organoid_or_differentiation_model,Cell Line,Cerebral Organoid (Cell Line),Healthy/Control,Control
GSE210736/GSM6436171_CO12M_final_analysis.h5mu,GSM6436171_CO12M,GSE210736,Homo Sapiens,HG38,model_training,model_training;control;cell_line;organoid_or_differentiation_model,Cell Line,Cerebral Organoid (Cell Line),Healthy/Control,Control
GSE210736/GSM7869065_5M_CO_2_final_analysis.h5mu,GSM7869065_5M_CO_2,GSE210736,Homo Sapiens,HG38,model_training,model_training;control;cell_line;organoid_or_differentiation_model,Cell Line,Cerebral Organoid (Cell Line),Healthy/Control,Control
GSE210736/GSM7869066_5M_CO_3_final_analysis.h5mu,GSM7869066_5M_CO_3,GSE210736,Homo Sapiens,HG38,model_training,model_training;control;cell_line;organoid_or_differentiation_model,Cell Line,Cerebral Organoid (Cell Line),Healthy/Control,Control
GSE210736/GSM7869067_9M_CO_2_final_analysis.h5mu,GSM7869067_9M_CO_2,GSE210736,Homo Sapiens,HG38,model_training,model_training;control;cell_line;organoid_or_differentiation_model,Cell Line,Cerebral Organoid (Cell Line),Healthy/Control,Control
GSE210736/GSM7869068_9M_CO_3_final_analysis.h5mu,GSM7869068_9M_CO_3,GSE210736,Homo Sapiens,HG38,model_training,model_training;control;cell_line;organoid_or_differentiation_model,Cell Line,Cerebral Organoid (Cell Line),Healthy/Control,Control
GSE210736/GSM7869069_12M_CO_2_final_analysis.h5mu,GSM7869069_12M_CO_2,GSE210736,Homo Sapiens,HG38,model_training,model_training;control;cell_line;organoid_or_differentiation_model,Cell Line,Cerebral Organoid (Cell Line),Healthy/Control,Control
GSE210736/GSM7869070_12M_CO_3_final_analysis.h5mu,GSM7869070_12M_CO_3,GSE210736,Homo Sapiens,HG38,model_training,model_training;control;cell_line;organoid_or_differentiation_model,Cell Line,Cerebral Organoid (Cell Line),Healthy/Control,Control
GSE220144/GSM8187204_sample1_final_analysis.h5mu,GSM8187204_sample1,GSE220144,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;cancer;disease_model,Cell Line,MM1S/HS5 Co-Culture (Cell Line),Induced Model,Co-Culture
GSE227280/GSM7094288_noCOVID_final_analysis.h5mu,GSM7094288_noCOVID,GSE227280,Homo Sapiens,None,model_training,model_training;control;cell_line;organoid_or_differentiation_model;perturbation;perturbation_control,Cell Line,Cardiac Organoid (Cell Line),Healthy/Control,Control
GSE227280/GSM7094289_COVID_final_analysis.h5mu,GSM7094289_COVID,GSE227280,Homo Sapiens,None,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Cardiac Organoid (Cell Line),Induced Model,SARS-CoV-2 Exposure
GSE237448/GSE237448_BFA_final_analysis.h5mu,GSE237448_BFA,GSE237448,Homo Sapiens,HG38,model_training,model_training;induced_model;perturbation,Tissue,Pancreatic Islet,Induced Model,BFA
GSE237448/GSE237448_CM_final_analysis.h5mu,GSE237448_CM,GSE237448,Homo Sapiens,HG38,model_training,model_training;induced_model;perturbation,Tissue,Pancreatic Islet,Induced Model,Cytokine Mix
GSE237448/GSE237448_DMSO_final_analysis.h5mu,GSE237448_DMSO,GSE237448,Homo Sapiens,HG38,model_training,model_training;control;perturbation;perturbation_control,Tissue,Pancreatic Islet,Healthy/Control,Control
GSE237448/GSE237448_PBS_final_analysis.h5mu,GSE237448_PBS,GSE237448,Homo Sapiens,HG38,model_training,model_training;control;perturbation;perturbation_control,Tissue,Pancreatic Islet,Healthy/Control,Control
GSE238275/GSE238275_final_analysis.h5mu,GSE238275,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661371_PS1_final_analysis.h5mu,GSM7661371_PS1,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661372_PS3_final_analysis.h5mu,GSM7661372_PS3,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661373_PS5_final_analysis.h5mu,GSM7661373_PS5,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661374_PS6_final_analysis.h5mu,GSM7661374_PS6,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661379_D3Ne_final_analysis.h5mu,GSM7661379_D3Ne,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661380_PSD3scram_final_analysis.h5mu,GSM7661380_PSD3scram,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661381_PSD6Ne_final_analysis.h5mu,GSM7661381_PSD6Ne,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661382_PSD6scram_final_analysis.h5mu,GSM7661382_PSD6scram,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661387_PSD3AS_final_analysis.h5mu,GSM7661387_PSD3AS,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661388_PSD6AS_final_analysis.h5mu,GSM7661388_PSD6AS,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661391_PSD6ND123_final_analysis.h5mu,GSM7661391_PSD6ND123,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661393_PSD3ND_final_analysis.h5mu,GSM7661393_PSD3ND,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661395_PSD3HES6_final_analysis.h5mu,GSM7661395_PSD3HES6,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238275/GSM7661396_PSD6HES6_final_analysis.h5mu,GSM7661396_PSD6HES6,GSE238275,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661371_PS1_final_analysis.h5mu,GSM7661371_PS1,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661372_PS3_final_analysis.h5mu,GSM7661372_PS3,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661373_PS5_final_analysis.h5mu,GSM7661373_PS5,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661374_PS6_final_analysis.h5mu,GSM7661374_PS6,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661379_D3Ne_final_analysis.h5mu,GSM7661379_D3Ne,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661380_PSD3scram_final_analysis.h5mu,GSM7661380_PSD3scram,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661381_PSD6Ne_final_analysis.h5mu,GSM7661381_PSD6Ne,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661382_PSD6scram_final_analysis.h5mu,GSM7661382_PSD6scram,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661387_PSD3AS_final_analysis.h5mu,GSM7661387_PSD3AS,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661388_PSD6AS_final_analysis.h5mu,GSM7661388_PSD6AS,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661391_PSD6ND123_final_analysis.h5mu,GSM7661391_PSD6ND123,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661393_PSD3ND_final_analysis.h5mu,GSM7661393_PSD3ND,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661395_PSD3HES6_final_analysis.h5mu,GSM7661395_PSD3HES6,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE238276/GSM7661396_PSD6HES6_final_analysis.h5mu,GSM7661396_PSD6HES6,GSE238276,Homo Sapiens,HG19,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Intestinal Stem Cell Model (Cell Line),Induced Model,NEUROG3 Induction
GSE239276/GSM7662478_d0_final_analysis.h5mu,GSM7662478_d0,GSE239276,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;cancer;disease_model;perturbation,Cell Line,LNCaP (Cell Line),Induced Model,FOXA2 D0
GSE239276/GSM7662479_d14_final_analysis.h5mu,GSM7662479_d14,GSE239276,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;cancer;disease_model;perturbation,Cell Line,LNCaP (Cell Line),Induced Model,FOXA2 D14
GSE239276/GSM7662482_d21_add_final_analysis.h5mu,GSM7662482_d21_add,GSE239276,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;cancer;disease_model;perturbation,Cell Line,LNCaP (Cell Line),Induced Model,FOXA2 D21
GSE239276/GSM7662482_d21_final_analysis.h5mu,GSM7662482_d21,GSE239276,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;cancer;disease_model;perturbation,Cell Line,LNCaP (Cell Line),Induced Model,FOXA2 D21
GSE245998/GSM7853050_eb01_final_analysis.h5mu,GSM7853050_eb01,GSE245998,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,2D Gastruloid (Cell Line),Induced Model,BMP4 Differentiation
GSE245998/GSM7853051_eb02_final_analysis.h5mu,GSM7853051_eb02,GSE245998,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,2D Gastruloid (Cell Line),Induced Model,BMP4 Differentiation
GSE245998/GSM7853052_eb03_final_analysis.h5mu,GSM7853052_eb03,GSE245998,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,2D Gastruloid (Cell Line),Induced Model,BMP4 Differentiation
GSE245998/GSM7853053_eb06_final_analysis.h5mu,GSM7853053_eb06,GSE245998,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,2D Gastruloid (Cell Line),Induced Model,BMP4 Differentiation
GSE245998/GSM7853054_eb07_final_analysis.h5mu,GSM7853054_eb07,GSE245998,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,2D Gastruloid (Cell Line),Induced Model,BMP4 Differentiation
GSE245998/GSM7853055_eb08_final_analysis.h5mu,GSM7853055_eb08,GSE245998,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,2D Gastruloid (Cell Line),Induced Model,BMP4 Differentiation
GSE247442/GSE247442_final_analysis.h5mu,GSE247442,GSE247442,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;cancer;disease_model;perturbation,Cell Line,Cancer Cell Line (Cell Line),Induced Model,TEAD Inhibitor Model
GSE249376/GSE249376_teratoma_AGGR_final_analysis.h5mu,GSE249376_teratoma_AGGR,GSE249376,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model,Cell Line,Teratoma Model (Cell Line),Induced Model,Teratoma Differentiation
GSE249376/GSM7937719_teratoma_rep1_final_analysis.h5mu,GSM7937719_teratoma_rep1,GSE249376,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model,Cell Line,Teratoma Model (Cell Line),Induced Model,Teratoma Differentiation
GSE249376/GSM7937720_teratoma_rep2_final_analysis.h5mu,GSM7937720_teratoma_rep2,GSE249376,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model,Cell Line,Teratoma Model (Cell Line),Induced Model,Teratoma Differentiation
GSE249376/GSM7937721_teratoma_rep3_final_analysis.h5mu,GSM7937721_teratoma_rep3,GSE249376,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model,Cell Line,Teratoma Model (Cell Line),Induced Model,Teratoma Differentiation
GSE249497/GSM7949039_CS12_01_final_analysis.h5mu,GSM7949039_CS12_01,GSE249497,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Orofacial Tissue,Healthy/Control,Control
GSE249497/GSM7949040_CS12_02_final_analysis.h5mu,GSM7949040_CS12_02,GSE249497,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Orofacial Tissue,Healthy/Control,Control
GSE249497/GSM7949041_CS12_03_final_analysis.h5mu,GSM7949041_CS12_03,GSE249497,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Orofacial Tissue,Healthy/Control,Control
GSE249497/GSM7949042_CS13_01_final_analysis.h5mu,GSM7949042_CS13_01,GSE249497,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Orofacial Tissue,Healthy/Control,Control
GSE249497/GSM7949043_CS13_02_final_analysis.h5mu,GSM7949043_CS13_02,GSE249497,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Orofacial Tissue,Healthy/Control,Control
GSE249497/GSM7949044_CS13_03_final_analysis.h5mu,GSM7949044_CS13_03,GSE249497,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Orofacial Tissue,Healthy/Control,Control
GSE249497/GSM7949045_CS13_04_final_analysis.h5mu,GSM7949045_CS13_04,GSE249497,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Orofacial Tissue,Healthy/Control,Control
